Date,Close,Delta
6/3/2013,120.00002,-9.19943
6/5/2013,122.4051,2.40508
6/7/2013,110.29501,-12.11009
6/9/2013,98.47045,-11.82456
6/11/2013,108,9.52955
6/13/2013,109,1
6/15/2013,101.96998,-7.03002
6/17/2013,100.52521,-1.44477
6/19/2013,107.835,7.30979
6/21/2013,111,3.165
6/23/2013,107.68389,-3.31611
6/25/2013,103.86665,-3.81724
6/27/2013,102.79001,-1.07664
6/29/2013,95.85301,-6.937
7/1/2013,90.998,-4.85501
7/3/2013,82.8,-8.198
7/5/2013,67.85844,-14.94156
7/7/2013,70.942,3.08356
7/9/2013,76.32791,5.38591
7/11/2013,87.15,10.82209
7/13/2013,95.995,8.845
7/15/2013,98.37516,2.38016
7/17/2013,97.97,-0.40516
7/19/2013,93.41082,-4.55918
7/21/2013,88.93999,-4.47083
7/23/2013,95.396,6.45601
7/25/2013,96.2,0.804
7/27/2013,95.20461,-0.99539
7/29/2013,101.04202,5.83741
7/31/2013,104.95555,3.91353
8/2/2013,105.5,0.54445
8/4/2013,104.67459,-0.82541
8/6/2013,106.88378,2.20919
8/8/2013,101.9,-4.98378
8/10/2013,102.61802,0.71802
8/12/2013,104.99498,2.37696
8/14/2013,100.03,-4.96498
8/16/2013,98.51,-1.52
8/18/2013,99.02,0.51
8/20/2013,104.59,5.57
8/22/2013,111.01,6.42
8/24/2013,108.79,-2.22
8/26/2013,111.8,3.01
8/28/2013,119.25,7.45
8/30/2013,124.79,5.54
9/1/2013,130.82,6.03
9/3/2013,130.45,-0.37
9/5/2013,124.51,-5.94
9/7/2013,120.15,-4.36
9/9/2013,121.66,1.51
9/11/2013,124.1,2.44
9/13/2013,128.29,4.19
9/15/2013,125.46,-2.83
9/17/2013,127.56,2.1
9/19/2013,124.1,-3.46
9/21/2013,123.5,-0.6
9/23/2013,123.02,-0.48
9/25/2013,124.18,1.16
9/27/2013,125.6,1.42
9/29/2013,128.1,2.5
10/1/2013,127.11,-0.99
10/3/2013,116.95,-10.16
10/5/2013,121.51,4.56
10/7/2013,123.6,2.09
10/9/2013,126.08,2.48
10/11/2013,126.84,0.76
10/13/2013,129.74,2.9
10/15/2013,139.24,9.5
10/17/2013,143.33,4.09
10/19/2013,165.05,21.72
10/21/2013,177.07,12.02
10/23/2013,199.95,22.88
10/25/2013,172.81,-27.14
10/27/2013,189.06,16.25
10/29/2013,202.09,13.03
10/31/2013,201.61,-0.48
11/2/2013,204.15,2.54
11/4/2013,225.1,20.95
11/6/2013,258.23,33.13
11/8/2013,325.56,67.33
11/10/2013,296.91,-28.65
11/12/2013,353.95,57.04
11/14/2013,416.5,62.55
11/16/2013,433.53,17.03
11/18/2013,583.16,149.63
11/20/2013,595,11.84
11/22/2013,761,166
11/24/2013,833.16,72.16
11/26/2013,844.9,11.74
11/28/2013,1009,164.1
11/30/2013,1119.96,110.96
12/2/2013,992.27,-127.69
12/4/2013,1151,158.73
12/6/2013,894,-257
12/8/2013,722.99,-171.01
12/10/2013,936.98,213.99
12/12/2013,845.75,-91.23
12/14/2013,864.7,18.95
12/16/2013,709,-155.7
12/18/2013,576.16,-132.84
12/20/2013,660,83.84
12/22/2013,637,-23
12/24/2013,647.27,10.27
12/26/2013,734.42,87.15
12/28/2013,701.61,-32.81
12/30/2013,739.1,37.49
1/1/2014,746.9,7.8
1/3/2014,806.21,59.31
1/5/2014,896,89.79
1/7/2014,867.38,-28.62
1/9/2014,809.17,-58.21
1/11/2014,891.85,82.68
