Date,Close
6/11/1991,381.049988
6/12/1991,376.649994
6/13/1991,377.630005
6/14/1991,382.290009
6/17/1991,380.130005
6/18/1991,378.589996
6/19/1991,375.089996
6/20/1991,375.420013
6/21/1991,377.75
6/24/1991,370.940002
6/25/1991,370.649994
6/26/1991,371.589996
6/27/1991,374.399994
6/28/1991,371.160004
7/1/1991,377.920013
7/2/1991,377.470001
7/3/1991,373.329987
7/5/1991,374.079987
7/8/1991,377.940002
7/9/1991,376.109985
7/10/1991,375.73999
7/11/1991,376.970001
7/12/1991,380.25
7/15/1991,382.390015
7/16/1991,381.540009
7/17/1991,381.179993
7/18/1991,385.369995
7/19/1991,384.220001
7/22/1991,382.880005
7/23/1991,379.420013
7/24/1991,378.640015
7/25/1991,380.959991
7/26/1991,380.929993
7/29/1991,383.149994
7/30/1991,386.690002
7/31/1991,387.809998
8/1/1991,387.119995
8/2/1991,387.179993
8/5/1991,385.059998
8/6/1991,390.619995
8/7/1991,390.559998
8/8/1991,389.320007
8/9/1991,387.119995
8/12/1991,388.019989
8/13/1991,389.619995
8/14/1991,389.899994
8/15/1991,389.329987
8/16/1991,385.579987
8/19/1991,376.470001
8/20/1991,379.429993
8/21/1991,390.589996
8/22/1991,391.329987
8/23/1991,394.170013
8/26/1991,393.850006
8/27/1991,393.059998
8/28/1991,396.640015
8/29/1991,396.470001
8/30/1991,395.429993
9/3/1991,392.149994
9/4/1991,389.970001
9/5/1991,389.140015
9/6/1991,389.100006
9/9/1991,388.570007
9/10/1991,384.559998
9/11/1991,385.089996
9/12/1991,387.339996
9/13/1991,383.589996
9/16/1991,385.779999
9/17/1991,385.5
9/18/1991,386.940002
9/19/1991,387.559998
9/20/1991,387.920013
9/23/1991,385.920013
9/24/1991,387.709991
9/25/1991,386.880005
9/26/1991,386.48999
9/27/1991,385.899994
9/30/1991,387.859985
10/1/1991,389.200012
10/2/1991,388.26001
10/3/1991,384.470001
10/4/1991,381.25
10/7/1991,379.5
10/8/1991,380.670013
10/9/1991,376.799988
10/10/1991,380.549988
10/11/1991,381.450012
10/14/1991,386.470001
10/15/1991,391.01001
10/16/1991,392.799988
10/17/1991,391.920013
10/18/1991,392.5
10/21/1991,390.019989
10/22/1991,387.829987
10/23/1991,387.940002
10/24/1991,385.070007
10/25/1991,384.200012
10/28/1991,389.519989
10/29/1991,391.480011
10/30/1991,392.959991
10/31/1991,392.450012
11/1/1991,391.320007
11/4/1991,390.279999
11/5/1991,388.709991
11/6/1991,389.970001
11/7/1991,393.720001
11/8/1991,392.890015
11/11/1991,393.119995
11/12/1991,396.73999
11/13/1991,397.410004
11/14/1991,397.149994
11/15/1991,382.619995
11/18/1991,385.23999
11/19/1991,379.420013
11/20/1991,378.529999
11/21/1991,380.059998
11/22/1991,376.140015
11/25/1991,375.339996
11/26/1991,377.959991
11/27/1991,376.549988
11/29/1991,375.220001
12/2/1991,381.399994
12/3/1991,380.959991
12/4/1991,380.070007
12/5/1991,377.390015
12/6/1991,379.100006
12/9/1991,378.26001
12/10/1991,377.899994
12/11/1991,377.700012
12/12/1991,381.549988
12/13/1991,384.470001
12/16/1991,384.459991
12/17/1991,382.73999
12/18/1991,383.480011
12/19/1991,382.519989
12/20/1991,387.040009
12/23/1991,396.820007
12/24/1991,399.329987
12/26/1991,404.839996
12/27/1991,406.459991
12/30/1991,415.140015
12/31/1991,417.089996
1/2/1992,417.26001
1/3/1992,419.339996
1/6/1992,417.959991
1/7/1992,417.399994
1/8/1992,418.100006
1/9/1992,417.609985
1/10/1992,415.100006
1/13/1992,414.339996
1/14/1992,420.440002
1/15/1992,420.769989
1/16/1992,418.209991
1/17/1992,418.859985
1/20/1992,416.359985
1/21/1992,412.640015
1/22/1992,418.130005
1/23/1992,414.959991
1/24/1992,415.480011
1/27/1992,414.98999
1/28/1992,414.959991
1/29/1992,410.339996
1/30/1992,411.619995
1/31/1992,408.779999
2/3/1992,409.529999
2/4/1992,413.850006
2/5/1992,413.839996
2/6/1992,413.820007
2/7/1992,411.089996
2/10/1992,413.769989
2/11/1992,413.76001
2/12/1992,417.130005
2/13/1992,413.690002
2/14/1992,412.480011
2/18/1992,407.380005
2/19/1992,408.26001
2/20/1992,413.899994
2/21/1992,411.429993
2/24/1992,412.269989
2/25/1992,410.450012
2/26/1992,415.350006
2/27/1992,413.859985
2/28/1992,412.700012
3/2/1992,412.450012
3/3/1992,412.850006
3/4/1992,409.329987
3/5/1992,406.51001
3/6/1992,404.440002
3/9/1992,405.209991
3/10/1992,406.890015
3/11/1992,404.029999
3/12/1992,403.890015
3/13/1992,405.839996
3/16/1992,406.390015
3/17/1992,409.579987
3/18/1992,409.149994
3/19/1992,409.799988
3/20/1992,411.299988
3/23/1992,409.910004
3/24/1992,408.880005
3/25/1992,407.519989
3/26/1992,407.859985
3/27/1992,403.5
3/30/1992,403
3/31/1992,403.690002
4/1/1992,404.230011
4/2/1992,400.5
4/3/1992,401.549988
4/6/1992,405.589996
4/7/1992,398.059998
4/8/1992,394.5
4/9/1992,400.640015
4/10/1992,404.290009
4/13/1992,406.079987
4/14/1992,412.390015
4/15/1992,416.279999
4/16/1992,416.040009
4/20/1992,410.179993
4/21/1992,410.26001
4/22/1992,409.809998
4/23/1992,411.600006
4/24/1992,409.019989
4/27/1992,408.450012
4/28/1992,409.109985
4/29/1992,412.019989
4/30/1992,414.950012
5/1/1992,412.529999
5/4/1992,416.910004
5/5/1992,416.839996
5/6/1992,416.790009
5/7/1992,415.850006
5/8/1992,416.049988
5/11/1992,418.48999
5/12/1992,416.290009
5/13/1992,416.450012
5/14/1992,413.140015
5/15/1992,410.089996
5/18/1992,412.809998
5/19/1992,416.369995
5/20/1992,415.390015
5/21/1992,412.600006
5/22/1992,414.019989
5/26/1992,411.410004
5/27/1992,412.170013
5/28/1992,416.73999
5/29/1992,415.350006
6/1/1992,417.299988
6/2/1992,413.5
6/3/1992,414.589996
6/4/1992,413.26001
6/5/1992,413.480011
6/8/1992,413.359985
6/9/1992,410.059998
6/10/1992,407.25
6/11/1992,409.049988
6/12/1992,409.76001
6/15/1992,410.290009
6/16/1992,408.320007
6/17/1992,402.26001
6/18/1992,400.959991
6/19/1992,403.670013
6/22/1992,403.399994
6/23/1992,404.040009
6/24/1992,403.839996
6/25/1992,403.119995
6/26/1992,403.450012
6/29/1992,408.940002
6/30/1992,408.140015
7/1/1992,412.880005
7/2/1992,411.769989
7/6/1992,413.839996
7/7/1992,409.160004
7/8/1992,410.279999
7/9/1992,414.230011
7/10/1992,414.619995
7/13/1992,414.869995
7/14/1992,417.679993
7/15/1992,417.100006
7/16/1992,417.540009
7/17/1992,415.619995
7/20/1992,413.75
7/21/1992,413.76001
7/22/1992,410.929993
7/23/1992,412.079987
7/24/1992,411.600006
7/27/1992,411.540009
7/28/1992,417.519989
7/29/1992,422.230011
7/30/1992,423.920013
7/31/1992,424.209991
8/3/1992,425.089996
8/4/1992,424.359985
8/5/1992,422.190002
8/6/1992,420.589996
8/7/1992,418.880005
8/10/1992,419.420013
8/11/1992,418.899994
8/12/1992,417.779999
8/13/1992,417.730011
8/14/1992,419.910004
8/17/1992,420.73999
8/18/1992,421.339996
8/19/1992,418.190002
8/20/1992,418.26001
8/21/1992,414.850006
8/24/1992,410.720001
8/25/1992,411.609985
8/26/1992,413.51001
8/27/1992,413.529999
8/28/1992,414.839996
8/31/1992,414.029999
9/1/1992,416.070007
9/2/1992,417.980011
9/3/1992,417.980011
9/4/1992,417.079987
9/8/1992,414.440002
9/9/1992,416.359985
9/10/1992,419.950012
9/11/1992,419.579987
9/14/1992,425.269989
9/15/1992,419.769989
9/16/1992,419.920013
9/17/1992,419.929993
9/18/1992,422.929993
9/21/1992,422.140015
9/22/1992,417.140015
9/23/1992,417.440002
9/24/1992,418.470001
9/25/1992,414.350006
9/28/1992,416.619995
9/29/1992,416.799988
9/30/1992,417.799988
10/1/1992,416.290009
10/2/1992,410.470001
10/5/1992,407.570007
10/6/1992,407.179993
10/7/1992,404.25
10/8/1992,407.75
10/9/1992,402.660004
10/12/1992,407.440002
10/13/1992,409.299988
10/14/1992,409.369995
10/15/1992,409.600006
10/16/1992,411.730011
10/19/1992,414.980011
10/20/1992,415.480011
10/21/1992,415.670013
10/22/1992,414.899994
10/23/1992,414.100006
10/26/1992,418.160004
10/27/1992,418.48999
10/28/1992,420.130005
10/29/1992,420.859985
10/30/1992,418.679993
11/2/1992,422.75
11/3/1992,419.920013
11/4/1992,417.109985
11/5/1992,418.339996
11/6/1992,417.579987
11/9/1992,418.589996
11/10/1992,418.619995
11/11/1992,422.200012
11/12/1992,422.869995
11/13/1992,422.429993
11/16/1992,420.679993
11/17/1992,419.269989
11/18/1992,422.850006
11/19/1992,423.609985
11/20/1992,426.649994
11/23/1992,425.119995
11/24/1992,427.589996
11/25/1992,429.190002
11/27/1992,430.160004
11/30/1992,431.350006
12/1/1992,430.779999
12/2/1992,429.890015
12/3/1992,429.910004
12/4/1992,432.059998
12/7/1992,435.309998
12/8/1992,436.98999
12/9/1992,435.649994
12/10/1992,434.640015
12/11/1992,433.730011
12/14/1992,432.839996
12/15/1992,432.570007
12/16/1992,431.519989
12/17/1992,435.429993
12/18/1992,441.279999
12/21/1992,440.700012
12/22/1992,440.309998
12/23/1992,439.029999
12/24/1992,439.769989
12/28/1992,439.149994
12/29/1992,437.980011
12/30/1992,438.820007
12/31/1992,435.709991
1/4/1993,435.380005
1/5/1993,434.339996
1/6/1993,434.519989
1/7/1993,430.730011
1/8/1993,429.049988
1/11/1993,430.950012
1/12/1993,431.040009
1/13/1993,433.029999
1/14/1993,435.940002
1/15/1993,437.149994
1/18/1993,436.839996
1/19/1993,435.130005
1/20/1993,433.369995
1/21/1993,435.48999
1/22/1993,436.109985
1/25/1993,440.01001
1/26/1993,439.950012
1/27/1993,438.109985
1/28/1993,438.660004
1/29/1993,438.779999
2/1/1993,442.519989
2/2/1993,442.549988
2/3/1993,447.200012
2/4/1993,449.559998
2/5/1993,448.929993
2/8/1993,447.850006
2/9/1993,445.329987
2/10/1993,446.230011
2/11/1993,447.660004
2/12/1993,444.579987
2/16/1993,433.910004
2/17/1993,433.299988
2/18/1993,431.899994
2/19/1993,434.220001
2/22/1993,435.23999
2/23/1993,434.799988
2/24/1993,440.869995
2/25/1993,442.339996
2/26/1993,443.380005
3/1/1993,442.01001
3/2/1993,447.899994
3/3/1993,449.26001
3/4/1993,447.339996
3/5/1993,446.109985
3/8/1993,454.709991
3/9/1993,454.399994
3/10/1993,456.329987
3/11/1993,453.720001
3/12/1993,449.829987
3/15/1993,451.429993
3/16/1993,451.369995
3/17/1993,448.309998
3/18/1993,451.890015
3/19/1993,450.179993
3/22/1993,448.880005
3/23/1993,448.76001
3/24/1993,448.070007
3/25/1993,450.880005
3/26/1993,447.779999
3/29/1993,450.769989
3/30/1993,451.970001
3/31/1993,451.670013
4/1/1993,450.299988
4/2/1993,441.390015
4/5/1993,442.290009
4/6/1993,441.160004
4/7/1993,442.730011
4/8/1993,441.839996
4/12/1993,448.369995
4/13/1993,449.220001
4/14/1993,448.660004
4/15/1993,448.399994
4/16/1993,448.940002
4/19/1993,447.459991
4/20/1993,445.100006
4/21/1993,443.630005
4/22/1993,439.459991
4/23/1993,437.029999
4/26/1993,433.540009
4/27/1993,438.01001
4/28/1993,438.019989
4/29/1993,438.890015
4/30/1993,440.190002
5/3/1993,442.459991
5/4/1993,444.049988
5/5/1993,444.519989
5/6/1993,443.26001
5/7/1993,442.309998
5/10/1993,442.799988
5/11/1993,444.359985
5/12/1993,444.799988
5/13/1993,439.230011
5/14/1993,439.559998
5/17/1993,440.369995
5/18/1993,440.320007
5/19/1993,447.570007
5/20/1993,450.589996
5/21/1993,445.839996
5/24/1993,448
5/25/1993,448.850006
5/26/1993,453.440002
5/27/1993,452.410004
5/28/1993,450.190002
6/1/1993,453.829987
6/2/1993,453.850006
6/3/1993,452.48999
6/4/1993,450.059998
6/7/1993,447.690002
6/8/1993,444.709991
6/9/1993,445.779999
6/10/1993,445.380005
6/11/1993,447.26001
6/14/1993,447.709991
6/15/1993,446.269989
6/16/1993,447.429993
6/17/1993,448.540009
6/18/1993,443.679993
6/21/1993,446.220001
6/22/1993,445.929993
6/23/1993,443.190002
6/24/1993,446.619995
6/25/1993,447.600006
6/28/1993,451.850006
6/29/1993,450.690002
6/30/1993,450.529999
7/1/1993,449.019989
7/2/1993,445.839996
7/6/1993,441.429993
7/7/1993,442.829987
7/8/1993,448.640015
7/9/1993,448.109985
7/12/1993,448.980011
7/13/1993,448.089996
7/14/1993,450.079987
7/15/1993,449.220001
7/16/1993,445.75
7/19/1993,446.029999
7/20/1993,447.309998
7/21/1993,447.179993
7/22/1993,444.51001
7/23/1993,447.100006
7/26/1993,449.089996
7/27/1993,448.23999
7/28/1993,447.190002
7/29/1993,450.23999
7/30/1993,448.130005
8/2/1993,450.149994
8/3/1993,449.269989
8/4/1993,448.540009
8/5/1993,448.130005
8/6/1993,448.679993
8/9/1993,450.720001
8/10/1993,449.450012
8/11/1993,450.459991
8/12/1993,448.959991
8/13/1993,450.140015
8/16/1993,452.380005
8/17/1993,453.130005
8/18/1993,456.040009
8/19/1993,456.429993
8/20/1993,456.160004
8/23/1993,455.230011
8/24/1993,459.769989
8/25/1993,460.130005
8/26/1993,461.040009
8/27/1993,460.540009
8/30/1993,461.899994
8/31/1993,463.559998
9/1/1993,463.149994
9/2/1993,461.299988
9/3/1993,461.339996
9/7/1993,458.519989
9/8/1993,456.649994
9/9/1993,457.5
9/10/1993,461.720001
9/13/1993,462.059998
9/14/1993,459.899994
9/15/1993,461.600006
9/16/1993,459.429993
9/17/1993,458.829987
9/20/1993,455.049988
9/21/1993,452.950012
9/22/1993,456.200012
9/23/1993,457.73999
9/24/1993,457.630005
9/27/1993,461.799988
9/28/1993,461.529999
9/29/1993,460.109985
9/30/1993,458.929993
10/1/1993,461.279999
10/4/1993,461.339996
10/5/1993,461.200012
10/6/1993,460.73999
10/7/1993,459.179993
10/8/1993,460.309998
10/11/1993,460.880005
10/12/1993,461.119995
10/13/1993,461.48999
10/14/1993,466.829987
10/15/1993,469.5
10/18/1993,468.450012
10/19/1993,466.209991
10/20/1993,466.070007
10/21/1993,465.359985
10/22/1993,463.269989
10/25/1993,464.200012
10/26/1993,464.299988
10/27/1993,464.609985
10/28/1993,467.730011
10/29/1993,467.829987
11/1/1993,469.100006
11/2/1993,468.440002
11/3/1993,463.019989
11/4/1993,457.48999
11/5/1993,459.570007
11/8/1993,460.209991
11/9/1993,460.329987
11/10/1993,463.720001
11/11/1993,462.640015
11/12/1993,465.390015
11/15/1993,463.75
11/16/1993,466.73999
11/17/1993,464.809998
11/18/1993,463.619995
11/19/1993,462.600006
11/22/1993,459.130005
11/23/1993,461.029999
11/24/1993,462.359985
11/26/1993,463.059998
11/29/1993,461.899994
11/30/1993,461.790009
12/1/1993,461.890015
12/2/1993,463.109985
12/3/1993,464.890015
12/6/1993,466.429993
12/7/1993,466.76001
12/8/1993,466.290009
12/9/1993,464.179993
12/10/1993,463.929993
12/13/1993,465.700012
12/14/1993,463.059998
12/15/1993,461.839996
12/16/1993,463.339996
12/17/1993,466.380005
12/20/1993,465.850006
12/21/1993,465.299988
12/22/1993,467.320007
12/23/1993,467.380005
12/27/1993,470.540009
12/28/1993,470.940002
12/29/1993,470.579987
12/30/1993,468.640015
12/31/1993,466.450012
1/3/1994,465.440002
1/4/1994,466.890015
1/5/1994,467.549988
1/6/1994,467.119995
1/7/1994,469.899994
1/10/1994,475.269989
1/11/1994,474.130005
1/12/1994,474.170013
1/13/1994,472.470001
1/14/1994,474.910004
1/17/1994,473.299988
1/18/1994,474.25
1/19/1994,474.299988
1/20/1994,474.980011
1/21/1994,474.720001
1/24/1994,471.970001
1/25/1994,470.920013
1/26/1994,473.200012
1/27/1994,477.049988
1/28/1994,478.700012
1/31/1994,481.609985
2/1/1994,479.619995
2/2/1994,482
2/3/1994,480.709991
2/4/1994,469.809998
2/7/1994,471.76001
2/8/1994,471.049988
2/9/1994,472.769989
2/10/1994,468.929993
2/11/1994,470.179993
2/14/1994,470.230011
2/15/1994,472.519989
2/16/1994,472.790009
2/17/1994,470.339996
2/18/1994,467.690002
2/22/1994,471.459991
2/23/1994,470.690002
2/24/1994,464.26001
2/25/1994,466.070007
2/28/1994,467.140015
3/1/1994,464.440002
3/2/1994,464.809998
3/3/1994,463.01001
3/4/1994,464.73999
3/7/1994,466.910004
3/8/1994,465.880005
3/9/1994,467.059998
3/10/1994,463.899994
3/11/1994,466.440002
3/14/1994,467.390015
3/15/1994,467.01001
3/16/1994,469.420013
3/17/1994,470.899994
3/18/1994,471.059998
3/21/1994,468.540009
3/22/1994,468.799988
3/23/1994,468.540009
3/24/1994,464.350006
3/25/1994,460.579987
3/28/1994,460
3/29/1994,452.480011
3/30/1994,445.549988
3/31/1994,445.769989
4/4/1994,438.920013
4/5/1994,448.290009
4/6/1994,448.049988
4/7/1994,450.880005
4/8/1994,447.100006
4/11/1994,449.869995
4/12/1994,447.570007
4/13/1994,446.26001
4/14/1994,446.380005
4/15/1994,446.179993
4/18/1994,442.459991
4/19/1994,442.540009
4/20/1994,441.959991
4/21/1994,448.730011
4/22/1994,447.630005
4/25/1994,452.709991
4/26/1994,451.869995
4/28/1994,449.100006
4/29/1994,450.910004
5/2/1994,453.019989
5/3/1994,453.029999
5/4/1994,451.720001
5/5/1994,451.380005
5/6/1994,447.820007
5/9/1994,442.320007
5/10/1994,446.01001
5/11/1994,441.48999
5/12/1994,443.75
5/13/1994,444.140015
5/16/1994,444.48999
5/17/1994,449.369995
5/18/1994,453.690002
5/19/1994,456.480011
5/20/1994,454.920013
5/23/1994,453.200012
5/24/1994,454.809998
5/25/1994,456.339996
5/26/1994,457.059998
5/27/1994,457.329987
5/31/1994,456.5
6/1/1994,457.630005
6/2/1994,457.649994
6/3/1994,460.130005
6/6/1994,458.880005
6/7/1994,458.209991
6/8/1994,457.059998
6/9/1994,457.859985
6/10/1994,458.670013
6/13/1994,459.100006
6/14/1994,462.369995
6/15/1994,460.609985
6/16/1994,461.929993
6/17/1994,458.450012
6/20/1994,455.480011
6/21/1994,451.339996
6/22/1994,453.089996
6/23/1994,449.630005
6/24/1994,442.799988
6/27/1994,447.309998
6/28/1994,446.070007
6/29/1994,447.630005
6/30/1994,444.269989
7/1/1994,446.200012
7/5/1994,446.369995
7/6/1994,446.130005
7/7/1994,448.380005
7/8/1994,449.549988
7/11/1994,448.059998
7/12/1994,447.950012
7/13/1994,448.730011
7/14/1994,453.410004
7/15/1994,454.160004
7/18/1994,455.220001
7/19/1994,453.859985
7/20/1994,451.600006
7/21/1994,452.609985
7/22/1994,453.109985
7/25/1994,454.25
7/26/1994,453.359985
7/27/1994,452.570007
7/28/1994,454.23999
7/29/1994,458.26001
8/1/1994,461.01001
8/2/1994,460.559998
8/3/1994,461.450012
8/4/1994,458.399994
8/5/1994,457.089996
8/8/1994,457.890015
8/9/1994,457.920013
8/10/1994,460.299988
8/11/1994,458.880005
8/12/1994,461.940002
8/15/1994,461.230011
8/16/1994,465.01001
8/17/1994,465.170013
8/18/1994,463.170013
8/19/1994,463.679993
8/22/1994,462.320007
8/23/1994,464.51001
8/24/1994,469.029999
8/25/1994,468.079987
8/26/1994,473.799988
8/29/1994,474.589996
8/30/1994,476.070007
8/31/1994,475.48999
9/1/1994,473.170013
9/2/1994,470.98999
9/6/1994,471.859985
9/7/1994,470.98999
9/8/1994,473.140015
9/9/1994,468.179993
9/12/1994,466.209991
9/13/1994,467.51001
9/14/1994,468.799988
9/15/1994,474.809998
9/16/1994,471.190002
9/19/1994,470.850006
9/20/1994,463.359985
9/21/1994,461.459991
9/22/1994,461.269989
9/23/1994,459.670013
9/26/1994,460.820007
9/27/1994,462.049988
9/28/1994,464.839996
9/29/1994,462.23999
9/30/1994,462.709991
10/3/1994,461.73999
10/4/1994,454.589996
10/5/1994,453.519989
10/6/1994,452.359985
10/7/1994,455.100006
10/10/1994,459.040009
10/11/1994,465.790009
10/12/1994,465.470001
10/13/1994,467.790009
10/14/1994,469.100006
10/17/1994,468.959991
10/18/1994,467.660004
10/19/1994,470.279999
10/20/1994,466.850006
10/21/1994,464.890015
10/24/1994,460.829987
10/25/1994,461.529999
10/26/1994,462.619995
10/27/1994,465.850006
10/28/1994,473.769989
10/31/1994,472.350006
11/1/1994,468.420013
11/2/1994,466.51001
11/3/1994,467.910004
11/4/1994,462.279999
11/7/1994,463.070007
11/8/1994,465.649994
11/9/1994,465.399994
11/10/1994,464.369995
11/11/1994,462.350006
11/14/1994,466.040009
11/15/1994,465.029999
11/16/1994,465.619995
11/17/1994,463.570007
11/18/1994,461.470001
11/21/1994,458.299988
11/22/1994,450.089996
11/23/1994,449.929993
11/25/1994,452.290009
11/28/1994,454.160004
11/29/1994,455.170013
11/30/1994,453.690002
12/1/1994,448.920013
12/2/1994,453.299988
12/5/1994,453.320007
12/6/1994,453.109985
12/7/1994,451.230011
12/8/1994,445.450012
12/9/1994,446.959991
12/12/1994,449.470001
12/13/1994,450.149994
12/14/1994,454.970001
12/15/1994,455.339996
12/16/1994,458.799988
12/19/1994,457.910004
12/20/1994,457.100006
12/21/1994,459.609985
12/22/1994,459.679993
12/23/1994,459.829987
12/27/1994,462.470001
12/28/1994,460.859985
12/29/1994,461.170013
12/30/1994,459.269989
1/3/1995,459.109985
1/4/1995,460.709991
1/5/1995,460.339996
1/6/1995,460.679993
1/9/1995,460.829987
1/10/1995,461.679993
1/11/1995,461.660004
1/12/1995,461.640015
1/13/1995,465.970001
1/16/1995,469.380005
1/17/1995,470.049988
1/18/1995,469.709991
1/19/1995,466.950012
1/20/1995,464.779999
1/23/1995,465.820007
1/24/1995,465.859985
1/25/1995,467.440002
1/26/1995,468.320007
1/27/1995,470.390015
1/30/1995,468.51001
1/31/1995,470.420013
2/1/1995,470.399994
2/2/1995,472.790009
2/3/1995,478.649994
2/6/1995,481.140015
2/7/1995,480.809998
2/8/1995,481.190002
2/9/1995,480.190002
2/10/1995,481.459991
2/13/1995,481.649994
2/14/1995,482.549988
2/15/1995,484.540009
2/16/1995,485.220001
2/17/1995,481.970001
2/21/1995,482.720001
2/22/1995,485.070007
2/23/1995,486.910004
2/24/1995,488.109985
2/27/1995,483.809998
2/28/1995,487.390015
3/1/1995,485.649994
3/2/1995,485.130005
3/3/1995,485.420013
3/6/1995,485.630005
3/7/1995,482.119995
3/8/1995,483.140015
3/9/1995,483.160004
3/10/1995,489.570007
3/13/1995,490.049988
3/14/1995,492.890015
3/15/1995,491.880005
3/16/1995,495.410004
3/17/1995,495.519989
3/20/1995,496.140015
3/21/1995,495.070007
3/22/1995,495.670013
3/23/1995,495.950012
3/24/1995,500.970001
3/27/1995,503.200012
3/28/1995,503.899994
3/29/1995,503.119995
3/30/1995,502.220001
3/31/1995,500.709991
4/3/1995,501.850006
4/4/1995,505.23999
4/5/1995,505.570007
4/6/1995,506.079987
4/7/1995,506.420013
4/10/1995,507.01001
4/11/1995,505.529999
4/12/1995,507.170013
4/13/1995,509.230011
4/17/1995,506.130005
4/18/1995,505.369995
4/19/1995,504.920013
4/20/1995,505.290009
4/21/1995,508.48999
4/24/1995,512.890015
4/25/1995,512.099976
4/26/1995,512.659973
4/27/1995,513.549988
4/28/1995,514.710022
5/1/1995,514.26001
5/2/1995,514.859985
5/3/1995,520.47998
5/4/1995,520.539978
5/5/1995,520.119995
5/8/1995,523.960022
5/9/1995,523.559998
5/10/1995,524.359985
5/11/1995,524.369995
5/12/1995,525.549988
5/15/1995,527.73999
5/16/1995,528.190002
5/17/1995,527.070007
5/18/1995,519.580017
5/19/1995,519.190002
5/22/1995,523.650024
5/23/1995,528.590027
5/24/1995,528.609985
5/25/1995,528.590027
5/26/1995,523.650024
5/30/1995,523.580017
5/31/1995,533.400024
6/1/1995,533.48999
6/2/1995,532.51001
6/5/1995,535.599976
6/6/1995,535.549988
6/7/1995,533.130005
6/8/1995,532.349976
6/9/1995,527.940002
6/12/1995,530.880005
6/13/1995,536.049988
6/14/1995,536.469971
6/15/1995,537.119995
6/16/1995,539.830017
6/19/1995,545.219971
6/20/1995,544.97998
6/21/1995,543.97998
6/22/1995,551.070007
6/23/1995,549.710022
6/26/1995,544.130005
6/27/1995,542.429993
6/28/1995,544.72998
6/29/1995,543.869995
6/30/1995,544.75
7/3/1995,547.090027
7/5/1995,547.26001
7/6/1995,553.98999
7/7/1995,556.369995
7/10/1995,557.190002
7/11/1995,554.780029
7/12/1995,560.890015
7/13/1995,561
7/14/1995,559.890015
7/17/1995,562.719971
7/18/1995,558.460022
7/19/1995,550.97998
7/20/1995,553.539978
7/21/1995,553.619995
7/24/1995,556.630005
7/25/1995,561.099976
7/26/1995,561.609985
7/27/1995,565.219971
7/28/1995,562.929993
7/31/1995,562.059998
8/1/1995,559.640015
8/2/1995,558.799988
8/3/1995,558.75
8/4/1995,558.940002
8/7/1995,560.030029
8/8/1995,560.390015
8/9/1995,559.710022
8/10/1995,557.450012
8/11/1995,555.109985
8/14/1995,559.73999
8/15/1995,558.570007
8/16/1995,559.969971
